,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
9016,4999,2001.0,ram 1500,excellent,8.0,gas,152488.0,automatic,pickup,white,1.0,2018-05-05,26
9021,4500,2002.0,chevrolet silverado 1500,fair,8.0,gas,157636.0,automatic,pickup,green,1.0,2018-06-29,21
9029,5995,2010.0,nissan rogue,excellent,4.0,gas,131005.0,automatic,SUV,blue,1.0,2018-08-03,35
9030,15500,2011.0,chevrolet silverado 1500,excellent,8.0,gas,75000.0,automatic,truck,grey,1.0,2018-06-17,84
9033,13888,2007.0,chevrolet silverado 1500,good,8.0,gas,178000.0,automatic,truck,black,1.0,2018-11-09,11
9040,5500,2004.0,jeep wrangler,good,6.0,gas,179000.0,automatic,SUV,blue,1.0,2019-01-03,23
9042,10800,2009.0,chevrolet silverado,like new,8.0,gas,140500.0,automatic,pickup,brown,1.0,2018-07-01,6
9051,31500,2015.0,jeep wrangler,excellent,6.0,gas,78000.0,automatic,SUV,silver,1.0,2018-05-30,29
9061,31990,2014.0,ram 3500,excellent,6.0,diesel,112320.0,automatic,other,orange,1.0,2019-01-16,32
9062,14990,2015.0,subaru impreza,excellent,4.0,gas,47420.0,automatic,wagon,white,1.0,2018-06-12,51
9064,31000,2013.0,gmc sierra 2500hd,good,8.0,diesel,130000.0,automatic,truck,black,1.0,2018-10-25,27
9069,8995,2007.0,chevrolet colorado,excellent,4.0,gas,148012.0,automatic,truck,red,1.0,2019-02-16,34
9078,4495,1998.0,jeep wrangler,excellent,4.0,gas,120000.0,manual,SUV,black,1.0,2018-06-27,56
9083,30990,2015.0,chevrolet silverado 3500hd,excellent,8.0,diesel,111686.0,automatic,other,white,1.0,2018-08-20,33
9084,29500,2017.0,chevrolet silverado 1500,excellent,8.0,gas,51985.0,automatic,truck,white,1.0,2019-04-08,25
9090,52000,2017.0,ford f-250 super duty,excellent,8.0,diesel,51000.0,automatic,truck,black,1.0,2018-08-08,64
9093,24500,2018.0,jeep cherokee,excellent,6.0,gas,5110.0,automatic,SUV,grey,1.0,2018-11-04,2
9099,10500,2015.0,ford fusion,excellent,4.0,gas,50205.0,automatic,sedan,green,1.0,2019-02-02,10
9104,12990,2011.0,ford f-150,good,6.0,gas,104528.0,automatic,pickup,white,1.0,2018-06-10,36
9105,14900,2011.0,ram 1500,excellent,8.0,gas,116.0,automatic,truck,silver,1.0,2018-05-17,18
9108,31990,2016.0,chevrolet silverado 1500,excellent,8.0,gas,24044.0,automatic,pickup,black,1.0,2019-03-06,28
9112,16900,2009.0,ford f-250 sd,excellent,10.0,gas,59000.0,automatic,truck,white,1.0,2018-12-18,37
9118,8000,2007.0,chevrolet silverado 1500,excellent,8.0,gas,167000.0,automatic,truck,grey,1.0,2018-10-15,43
9123,20000,2016.0,chevrolet silverado,like new,8.0,gas,30000.0,automatic,truck,white,1.0,2019-03-17,25
9126,6500,1992.0,jeep wrangler,excellent,6.0,gas,172000.0,manual,SUV,red,1.0,2018-11-29,18
9130,3500,1998.0,chevrolet silverado 1500,good,8.0,gas,271000.0,automatic,truck,brown,1.0,2018-11-17,38
9133,8500,2011.0,nissan rogue,good,4.0,gas,99000.0,automatic,SUV,silver,1.0,2019-03-08,62
9142,31000,2015.0,ford f150,excellent,6.0,gas,73000.0,automatic,pickup,white,1.0,2019-03-07,32
9145,34500,2018.0,toyota tacoma,excellent,6.0,gas,18326.0,automatic,pickup,silver,1.0,2018-11-19,16
9151,24900,2013.0,ford f150,excellent,6.0,gas,104680.0,automatic,truck,blue,1.0,2018-09-11,15
9155,47995,2016.0,cadillac escalade,good,8.0,gas,32893.0,automatic,SUV,grey,1.0,2019-03-07,161
9156,2200,2000.0,ford taurus,good,4.0,gas,72783.0,automatic,sedan,custom,1.0,2018-12-10,10
9161,2800,2004.0,ford mustang,good,6.0,gas,131000.0,automatic,coupe,red,1.0,2018-06-13,42
9168,1,2017.0,ford expedition,excellent,10.0,gas,56048.0,other,SUV,grey,1.0,2019-04-01,45
9172,1,2015.0,ford edge,excellent,6.0,gas,24897.0,automatic,SUV,black,1.0,2018-11-09,23
9177,1,2014.0,chevrolet camaro,excellent,10.0,gas,62801.0,other,coupe,black,1.0,2018-11-11,45
9178,1,2017.0,ram 3500,excellent,10.0,gas,57482.0,other,truck,white,1.0,2018-06-23,85
9181,1,2018.0,nissan altima,excellent,10.0,gas,42007.0,other,sedan,custom,1.0,2018-10-26,32
9183,1,2016.0,dodge charger,excellent,10.0,gas,45000.0,other,sedan,custom,1.0,2019-03-11,26
9184,3500,2007.0,jeep grand cherokee,good,8.0,gas,215000.0,automatic,SUV,silver,1.0,2018-10-13,109
9190,10999,1989.0,chevrolet silverado,excellent,8.0,gas,118583.0,automatic,SUV,grey,1.0,2018-08-16,29
9195,5900,2008.0,toyota tacoma,excellent,4.0,gas,114000.0,manual,pickup,silver,1.0,2018-12-27,11
9198,14000,2014.0,ford explorer,excellent,6.0,gas,98000.0,automatic,SUV,white,1.0,2018-07-10,9
9203,7500,2010.0,jeep grand cherokee,excellent,6.0,gas,130248.0,automatic,SUV,red,1.0,2018-05-31,42
9209,10995,2008.0,chevrolet silverado 1500,excellent,8.0,gas,147020.0,automatic,pickup,white,1.0,2018-12-09,47
9210,12995,2001.0,ford f350,excellent,8.0,diesel,311859.0,automatic,pickup,black,1.0,2018-06-23,25
9211,13500,2000.0,ford f250,excellent,8.0,diesel,261306.0,automatic,pickup,black,1.0,2018-08-24,17
9215,23000,2016.0,ram 1500,like new,6.0,diesel,58000.0,automatic,truck,black,1.0,2018-05-03,68
9217,23900,2018.0,ram 1500,excellent,8.0,gas,25542.0,automatic,pickup,black,1.0,2019-03-27,67
9219,26900,2012.0,ford f-350 sd,good,8.0,diesel,146278.0,automatic,truck,white,1.0,2019-04-16,76
9226,5495,2008.0,chevrolet trailblazer,good,6.0,gas,125000.0,automatic,SUV,white,1.0,2018-10-10,14
9230,19500,2014.0,ford f150,excellent,8.0,gas,106000.0,automatic,pickup,grey,1.0,2019-02-10,31
9234,29700,2018.0,chevrolet silverado 1500 crew,good,6.0,gas,21659.0,automatic,pickup,red,1.0,2019-04-19,59
9235,28500,2016.0,ford f150 supercrew cab xlt,good,6.0,gas,44044.0,other,pickup,black,1.0,2019-03-05,77
9238,9995,2007.0,chevrolet suburban,good,8.0,gas,149501.0,automatic,SUV,black,1.0,2018-09-11,31
9243,17500,2010.0,ford f-250,good,8.0,gas,96000.0,automatic,truck,silver,1.0,2019-04-06,34
9245,37000,2018.0,chevrolet silverado 1500 crew,good,8.0,gas,30465.0,other,pickup,white,1.0,2018-10-20,43
9246,26000,2012.0,ford f350 super duty,excellent,8.0,diesel,136000.0,automatic,pickup,white,1.0,2019-03-25,4
9248,26896,2018.0,toyota tacoma,like new,4.0,gas,7286.0,automatic,pickup,black,1.0,2018-06-11,11
9249,3295,1999.0,ford f-150,excellent,8.0,gas,170000.0,automatic,truck,red,1.0,2019-02-18,10
9250,2500,1999.0,ford f-150,good,8.0,gas,7.0,automatic,truck,silver,1.0,2018-08-18,93
9264,30500,2016.0,toyota 4runner,excellent,6.0,gas,29329.0,automatic,SUV,silver,1.0,2019-02-03,5
9266,18500,2002.0,gmc sierra,excellent,8.0,gas,119525.0,automatic,offroad,red,1.0,2018-05-20,23
9267,7499,2009.0,chevrolet silverado,excellent,8.0,gas,162000.0,automatic,pickup,red,1.0,2018-05-27,48
9270,54959,2018.0,chevrolet silverado 2500hd,like new,8.0,diesel,24500.0,automatic,truck,white,1.0,2018-09-13,15
9271,32984,2015.0,chevrolet tahoe,like new,8.0,gas,71000.0,automatic,SUV,black,1.0,2018-10-15,33
9272,25956,2017.0,jeep wrangler,like new,6.0,gas,37035.0,automatic,SUV,black,1.0,2018-10-10,23
9275,30487,2015.0,toyota tundra,like new,8.0,gas,52500.0,automatic,truck,silver,1.0,2018-07-08,13
9279,46267,2019.0,ford f-250,like new,8.0,diesel,1440.0,automatic,truck,grey,1.0,2019-02-03,21
9280,39608,2016.0,chevrolet silverado 2500hd,like new,8.0,diesel,37392.0,automatic,truck,grey,1.0,2019-02-12,19
9281,7500,2000.0,toyota tundra,good,8.0,gas,326000.0,automatic,pickup,white,1.0,2018-08-31,16
9291,19995,2010.0,ram 2500,excellent,6.0,diesel,260988.0,automatic,pickup,brown,1.0,2019-03-27,53
9294,13995,2004.0,ram 2500,excellent,6.0,diesel,224549.0,automatic,pickup,silver,1.0,2019-03-22,39
9296,5999,2012.0,ford expedition,excellent,8.0,gas,217860.0,automatic,SUV,silver,1.0,2018-10-07,24
9302,1,2018.0,ram 3500,excellent,6.0,gas,3047.0,automatic,truck,white,1.0,2018-10-07,33
9304,8500,2013.0,kia sorento,excellent,6.0,gas,93000.0,automatic,SUV,black,1.0,2019-04-18,29
9305,6900,2008.0,ford escape,good,6.0,gas,123600.0,automatic,SUV,grey,1.0,2019-02-03,23
9306,1,2014.0,ram 2500,excellent,6.0,gas,36830.0,automatic,truck,white,1.0,2018-07-09,55
9309,1,2017.0,ram 3500,excellent,10.0,gas,57482.0,other,truck,white,1.0,2019-03-17,3
9310,1,2012.0,ford mustang,excellent,10.0,gas,41469.0,automatic,coupe,orange,1.0,2018-08-13,20
9319,11000,2008.0,ram 1500,good,8.0,gas,110500.0,automatic,truck,silver,1.0,2019-01-11,53
9320,29599,2017.0,jeep wrangler,like new,6.0,gas,42500.0,automatic,SUV,black,1.0,2019-01-21,105
9321,14988,2010.0,toyota tundra,excellent,8.0,gas,190000.0,automatic,truck,silver,1.0,2018-05-21,28
9322,17995,2011.0,chevrolet silverado,excellent,8.0,gas,122500.0,automatic,truck,black,1.0,2018-09-14,75
9328,6950,2004.0,chevrolet suburban,good,8.0,gas,189128.0,automatic,wagon,white,1.0,2018-10-03,96
9341,9000,2014.0,subaru outback,excellent,4.0,gas,135726.0,automatic,wagon,grey,1.0,2019-04-06,52
9352,3800,1999.0,ford f-150,good,8.0,gas,280000.0,automatic,offroad,red,1.0,2018-07-30,23
9358,7995,2011.0,chevrolet silverado 1500,good,8.0,gas,190000.0,automatic,truck,white,1.0,2018-10-10,11
9359,7200,2012.0,ford explorer,good,6.0,gas,160000.0,automatic,SUV,white,1.0,2018-05-25,13
9367,31900,2013.0,ford f-250 super duty,excellent,8.0,diesel,177279.0,automatic,truck,white,1.0,2018-07-26,59
9385,4500,2006.0,gmc sierra 1500,fair,8.0,gas,237507.0,automatic,truck,silver,1.0,2019-01-29,52
9387,27500,2010.0,chevrolet silverado 1500,excellent,8.0,gas,99500.0,automatic,truck,silver,1.0,2018-09-20,30
9388,25100,2014.0,ford f150 supercrew cab xlt,good,6.0,gas,53522.0,other,pickup,black,1.0,2018-10-17,20
9393,17950,2012.0,chevrolet silverado 1500,like new,8.0,gas,158235.0,other,truck,black,1.0,2018-10-17,37
9395,21950,2011.0,jeep wrangler unlimited,like new,6.0,gas,90325.0,automatic,SUV,white,1.0,2018-07-22,24
9397,14900,2014.0,ford explorer,excellent,6.0,gas,98000.0,automatic,SUV,white,1.0,2018-07-25,43
9402,21499,2016.0,subaru outback,excellent,4.0,gas,41493.0,automatic,wagon,brown,1.0,2019-01-20,17
9421,29990,2016.0,chevrolet silverado 1500,excellent,8.0,gas,23866.0,automatic,pickup,black,1.0,2019-01-17,61
9427,6900,2010.0,chevrolet silverado 1500,excellent,8.0,gas,270.0,automatic,pickup,white,1.0,2018-08-17,33
9439,9495,2008.0,chevrolet silverado 1500,good,8.0,gas,187214.0,automatic,truck,grey,1.0,2018-08-18,50
9441,6300,2003.0,nissan murano,good,6.0,gas,124000.0,automatic,SUV,silver,1.0,2019-03-07,50
9442,15995,2016.0,jeep cherokee,like new,4.0,gas,100160.0,automatic,SUV,black,1.0,2018-08-13,73
9443,12995,2003.0,ford f350 super duty,like new,8.0,diesel,109473.0,automatic,truck,silver,1.0,2019-01-13,5
9448,27800,2016.0,ford f150 supercrew cab xlt,good,6.0,gas,47570.0,other,pickup,white,1.0,2019-04-12,79
9449,30300,2017.0,ford f150 supercrew cab xlt,good,6.0,gas,30339.0,automatic,pickup,brown,1.0,2018-07-12,106
9450,23000,2014.0,ford f150 supercrew cab xlt,good,6.0,gas,77994.0,other,pickup,orange,1.0,2019-04-17,98
9451,33900,2018.0,chevrolet silverado 1500 crew,good,8.0,gas,11315.0,other,pickup,white,1.0,2018-07-13,50
9452,27800,2016.0,ford f150 supercrew cab xlt,good,6.0,gas,47570.0,other,pickup,white,1.0,2018-08-31,44
9457,11000,2005.0,ford f-250 super duty,excellent,8.0,diesel,176000.0,automatic,truck,white,1.0,2018-06-17,146
9463,1,2015.0,ford edge,excellent,6.0,gas,24897.0,automatic,SUV,black,1.0,2018-06-21,83
9464,1,2018.0,nissan rogue,excellent,10.0,gas,6952.0,other,SUV,blue,1.0,2018-10-12,26
9467,1,2015.0,toyota sienna,excellent,6.0,gas,45208.0,automatic,van,black,1.0,2018-07-23,68
9470,1,2014.0,honda odyssey,excellent,10.0,gas,74946.0,automatic,van,grey,1.0,2018-08-28,116
9485,28999,2017.0,chevrolet silverado,like new,8.0,gas,19570.0,automatic,truck,silver,1.0,2019-02-15,53
9488,21499,2016.0,subaru outback,excellent,4.0,gas,41493.0,automatic,wagon,brown,1.0,2018-07-03,42
9490,21499,2016.0,subaru outback,excellent,4.0,gas,41493.0,automatic,wagon,brown,1.0,2018-10-28,9
9491,17995,2010.0,cadillac escalade,excellent,8.0,gas,115343.0,automatic,SUV,grey,1.0,2018-09-09,17
9493,13900,2014.0,ford f-150,excellent,6.0,gas,195.0,automatic,truck,blue,1.0,2018-05-21,11
9499,15500,2012.0,ford f250,excellent,8.0,gas,91.0,automatic,truck,white,1.0,2018-11-26,31
9503,33575,2017.0,jeep grand cherokee,excellent,6.0,gas,42938.0,automatic,SUV,black,1.0,2019-01-14,30
9513,14900,2014.0,ford explorer,excellent,6.0,gas,98000.0,automatic,SUV,white,1.0,2018-06-04,19
9518,15995,2014.0,ford f150,excellent,8.0,gas,168013.0,automatic,pickup,white,1.0,2019-04-02,68
9519,16995,2011.0,jeep wrangler,excellent,6.0,gas,139616.0,automatic,SUV,black,1.0,2019-01-24,60
9524,12995,2003.0,chevrolet silverado 2500hd,excellent,8.0,diesel,188575.0,automatic,pickup,black,1.0,2019-04-01,20
9531,1,2015.0,dodge charger,excellent,10.0,gas,59772.0,other,sedan,custom,1.0,2018-05-02,29
9532,1,2016.0,ford mustang,excellent,10.0,gas,15519.0,manual,coupe,grey,1.0,2018-11-10,10
9533,1,2018.0,chevrolet camaro,excellent,10.0,gas,6886.0,manual,coupe,red,1.0,2018-12-30,45
9534,1,2018.0,nissan altima,excellent,10.0,gas,42007.0,other,sedan,custom,1.0,2019-03-14,45
9536,1,2016.0,dodge charger,excellent,10.0,gas,29406.0,other,sedan,red,1.0,2018-11-14,27
9538,1,2015.0,chevrolet camaro,excellent,10.0,gas,28926.0,other,coupe,grey,1.0,2018-10-06,7
9540,1,2016.0,chevrolet camaro,excellent,10.0,gas,48223.0,other,coupe,silver,1.0,2018-12-06,47
9541,1,2017.0,toyota corolla,excellent,4.0,gas,27295.0,automatic,sedan,white,1.0,2018-10-14,31
9544,1,2018.0,nissan rogue,excellent,4.0,gas,34847.0,automatic,SUV,silver,1.0,2018-11-18,17
9549,7995,2013.0,kia sorento,excellent,6.0,gas,125402.0,automatic,SUV,grey,1.0,2019-02-12,62
9552,4500,2004.0,ford f150,good,8.0,gas,189771.0,automatic,truck,red,1.0,2019-01-09,36
9560,22995,2012.0,chevrolet silverado 1500,like new,8.0,gas,99016.0,automatic,truck,blue,1.0,2019-02-08,13
9568,12300,2008.0,ford f-150,new,8.0,gas,178000.0,automatic,truck,white,1.0,2018-08-28,24
9569,4200,2003.0,bmw x5,good,8.0,gas,218435.0,automatic,SUV,black,1.0,2018-07-31,24
9571,19995,2006.0,ford f350 super duty,like new,8.0,diesel,142645.0,automatic,truck,black,1.0,2018-09-03,26
9575,9800,2006.0,gmc sierra 2500hd,fair,8.0,diesel,235000.0,automatic,pickup,blue,1.0,2019-03-04,7
9585,21000,2016.0,ram 1500,excellent,8.0,gas,68181.0,automatic,pickup,black,1.0,2018-05-08,33
9588,2800,1999.0,subaru impreza,excellent,4.0,gas,132704.0,automatic,hatchback,black,1.0,2018-06-12,19
9590,3500,2004.0,jeep grand cherokee laredo,good,8.0,gas,154000.0,automatic,SUV,silver,1.0,2019-04-04,22
9597,3000,2003.0,chevrolet silverado,fair,8.0,gas,293000.0,automatic,pickup,red,1.0,2018-05-13,23
9602,2500,2007.0,subaru outback,good,4.0,gas,188000.0,automatic,SUV,blue,1.0,2018-12-06,32
9609,23000,2013.0,chevrolet silverado 1500,excellent,8.0,gas,91000.0,automatic,truck,silver,1.0,2018-07-01,74
9610,6500,2003.0,chevrolet silverado,good,8.0,gas,166000.0,automatic,truck,black,1.0,2018-05-15,4
9613,15800,2015.0,subaru forester,good,4.0,gas,31000.0,automatic,SUV,blue,1.0,2018-06-22,26
9616,19750,2012.0,bmw x5,excellent,6.0,diesel,45760.0,automatic,SUV,black,1.0,2018-05-05,88
9618,29995,2013.0,gmc sierra 2500hd,excellent,8.0,diesel,80279.0,automatic,truck,black,1.0,2018-08-17,25
9619,31995,2011.0,chevrolet silverado 3500hd,excellent,8.0,diesel,129386.0,automatic,truck,blue,1.0,2018-10-18,64
9621,22995,2010.0,ford f-250 sd,excellent,8.0,diesel,84546.0,automatic,truck,white,1.0,2018-11-05,80
9624,31500,2018.0,chevrolet colorado,like new,6.0,gas,24665.0,automatic,truck,white,1.0,2018-07-12,20
9626,1,2018.0,chevrolet silverado,new,10.0,electric,30000.0,automatic,truck,red,1.0,2018-11-21,64
9628,30900,2013.0,jeep wrangler unlimited,excellent,6.0,gas,32000.0,automatic,SUV,white,1.0,2018-12-28,22
9638,10900,2012.0,jeep liberty,excellent,6.0,gas,95169.0,automatic,SUV,grey,1.0,2018-08-30,55
9640,16900,2016.0,subaru forester,excellent,4.0,gas,53300.0,automatic,SUV,grey,1.0,2019-03-31,45
9645,17995,2014.0,jeep grand cherokee,like new,8.0,gas,45000.0,automatic,SUV,brown,1.0,2018-11-02,16
9646,30300,2017.0,ford f150 supercrew cab xlt,good,6.0,gas,30339.0,automatic,pickup,brown,1.0,2018-12-18,62
9650,20990,2009.0,ram 2500,good,8.0,gas,107469.0,automatic,truck,white,1.0,2018-12-19,33
9651,15990,2001.0,gmc sierra 1500,good,8.0,gas,61030.0,automatic,truck,black,1.0,2018-06-29,14
9652,23990,2015.0,ford f-350 sd,good,8.0,gas,136940.0,automatic,truck,white,1.0,2018-05-14,32
9655,26995,2014.0,jeep wrangler unlimited,excellent,6.0,gas,79485.0,automatic,offroad,white,1.0,2018-10-01,19
9657,19490,2013.0,chevrolet silverado 2500hd,good,8.0,gas,77755.0,automatic,truck,custom,1.0,2018-07-20,53
9658,28990,2015.0,ford f-350 sd,good,8.0,diesel,54362.0,automatic,truck,white,1.0,2018-11-27,38
9662,28990,2015.0,ford f-350 sd,good,8.0,diesel,53628.0,automatic,truck,white,1.0,2019-01-17,28
9665,20990,2011.0,ford f-350 sd,good,8.0,gas,63887.0,automatic,truck,white,1.0,2018-10-28,52
9670,5500,2005.0,chevrolet silverado 1500,good,8.0,gas,187072.0,automatic,truck,red,1.0,2018-11-13,65
9671,8500,2001.0,chevrolet silverado 2500hd,good,8.0,diesel,240000.0,automatic,truck,black,1.0,2019-01-24,5
9676,31000,2017.0,ford f-250 super duty,like new,8.0,diesel,87000.0,automatic,pickup,white,1.0,2019-01-11,25
9677,35395,2018.0,ford f-250 super duty,like new,8.0,diesel,50000.0,automatic,truck,white,1.0,2018-06-14,33
9685,4600,2006.0,dodge dakota,good,8.0,gas,134000.0,automatic,pickup,grey,1.0,2018-10-20,9
9686,8995,2008.0,toyota highlander,like new,6.0,gas,156000.0,automatic,SUV,grey,1.0,2019-02-08,24
9692,14395,2013.0,bmw x5,like new,6.0,gas,87506.0,automatic,SUV,grey,1.0,2019-03-06,57
9695,7900,1996.0,toyota 4runner,good,6.0,gas,98000.0,automatic,SUV,white,1.0,2018-10-13,11
9696,15500,2012.0,ford f250,excellent,8.0,gas,91.0,automatic,truck,white,1.0,2018-08-05,102
9704,19900,2002.0,gmc sierra 2500hd,excellent,8.0,gas,49000.0,automatic,truck,white,1.0,2018-08-23,68
9709,16900,2009.0,ford f-250 sd,excellent,10.0,gas,59000.0,automatic,truck,white,1.0,2018-09-22,98
9710,23000,2018.0,subaru outback,like new,4.0,gas,56982.0,automatic,SUV,black,1.0,2018-09-17,80
9711,32990,2011.0,ram 3500,excellent,6.0,diesel,96753.0,automatic,pickup,brown,1.0,2018-08-24,47
9712,27995,2015.0,ram 2500,excellent,6.0,diesel,170713.0,automatic,pickup,black,1.0,2018-12-24,29
9715,12900,2006.0,chevrolet silverado 2500hd,excellent,8.0,gas,185000.0,automatic,truck,white,1.0,2019-01-25,120
9718,28900,2011.0,ford f-350 sd,excellent,8.0,diesel,120000.0,automatic,truck,white,1.0,2018-06-07,27
9719,14500,2004.0,chevrolet silverado 2500hd,excellent,8.0,gas,106000.0,automatic,truck,grey,1.0,2018-05-11,82
9724,3250,2002.0,ford ranger,good,6.0,gas,126600.0,automatic,pickup,white,1.0,2018-08-05,57
9726,19800,2014.0,chevrolet silverado,good,8.0,diesel,150764.0,automatic,truck,grey,1.0,2018-11-27,17
9730,9000,2003.0,ram 1500,excellent,8.0,gas,104000.0,automatic,truck,grey,1.0,2019-02-02,104
9734,16900,2009.0,ford f350,excellent,10.0,gas,104000.0,automatic,truck,white,1.0,2018-05-24,30
9736,3500,2004.0,honda cr-v,excellent,4.0,gas,179000.0,automatic,SUV,brown,1.0,2018-11-11,7
9737,22000,2010.0,ford f-150,good,8.0,gas,98130.0,automatic,truck,orange,1.0,2019-04-05,62
9747,26750,2014.0,ford f-150,excellent,6.0,gas,95330.0,automatic,truck,green,1.0,2018-09-27,92
9749,4700,2006.0,nissan murano,good,6.0,gas,130473.0,automatic,SUV,red,1.0,2018-08-21,35
9756,24900,2015.0,ram 1500,excellent,8.0,gas,22000.0,automatic,truck,red,1.0,2018-08-13,49
9758,2500,1987.0,jeep cherokee,fair,6.0,gas,166000.0,manual,SUV,black,1.0,2019-01-23,22
9759,8900,2011.0,jeep grand cherokee laredo,good,6.0,gas,131793.0,automatic,SUV,black,1.0,2018-08-29,64
9761,13950,2016.0,chevrolet traverse,good,6.0,gas,52504.0,automatic,SUV,silver,1.0,2018-11-24,59
9763,13950,2016.0,chevrolet traverse,good,6.0,gas,52504.0,automatic,SUV,silver,1.0,2018-10-04,16
9766,10999,2004.0,ford f250 super duty,excellent,8.0,diesel,145037.0,automatic,pickup,silver,1.0,2019-01-18,11
9774,40988,2018.0,chevrolet silverado,like new,8.0,gas,20000.0,automatic,truck,red,1.0,2018-09-23,21
9776,31588,2018.0,chevrolet colorado,like new,6.0,gas,7659.0,automatic,truck,blue,1.0,2018-09-29,6
9777,3450,2008.0,ford escape,good,6.0,gas,148978.0,automatic,SUV,blue,1.0,2018-11-10,64
9779,20990,2009.0,ram 2500,good,8.0,gas,107469.0,automatic,truck,white,1.0,2018-09-14,35
9780,14990,2012.0,jeep wrangler,good,6.0,gas,150356.0,automatic,SUV,silver,1.0,2018-05-31,85
9781,19490,2013.0,chevrolet silverado 2500hd,good,8.0,gas,77755.0,automatic,truck,custom,1.0,2019-03-16,42
9782,45500,2018.0,chevrolet silverado,new,8.0,diesel,10200.0,automatic,pickup,white,1.0,2018-11-03,76
9783,19990,2012.0,ford f-250 sd,good,8.0,gas,81207.0,automatic,truck,custom,1.0,2019-04-05,9
9789,18990,2000.0,ford f-350 sd,good,8.0,diesel,118774.0,automatic,truck,silver,1.0,2018-08-16,18
9791,28990,2015.0,ford f-350 sd,good,8.0,diesel,53628.0,automatic,truck,white,1.0,2018-06-02,20
9794,20990,2011.0,ford f-350 sd,good,8.0,gas,63887.0,automatic,truck,white,1.0,2019-01-15,24
9797,21499,2016.0,subaru outback,excellent,4.0,gas,41493.0,automatic,wagon,brown,1.0,2019-01-19,15
9803,10999,2012.0,nissan rogue,good,4.0,gas,65807.0,automatic,wagon,black,1.0,2018-10-21,64
9804,8500,2014.0,ford explorer,like new,8.0,gas,153235.0,automatic,SUV,black,1.0,2018-07-22,42
9805,13000,2005.0,jeep wrangler,excellent,6.0,gas,81000.0,automatic,offroad,white,1.0,2018-06-22,7
9806,21988,2017.0,chrysler 300,like new,6.0,gas,36000.0,automatic,sedan,black,1.0,2018-11-17,50
9811,5995,2004.0,chevrolet tahoe,good,8.0,gas,212034.0,automatic,SUV,black,1.0,2019-02-03,56
9816,12900,2006.0,chevrolet silverado 2500hd,excellent,8.0,gas,185000.0,automatic,truck,white,1.0,2018-12-07,130
9817,28900,2011.0,ford f-350 sd,excellent,8.0,diesel,120000.0,automatic,truck,white,1.0,2018-06-30,12
9821,20000,2010.0,toyota tacoma,excellent,6.0,gas,86700.0,automatic,pickup,grey,1.0,2018-11-15,11
9824,18995,2015.0,ford explorer,good,6.0,gas,59565.0,automatic,SUV,silver,1.0,2018-05-23,29
